Unnamed: 0,customer_id,subscription_id,participant_age,marketing_channel,country_code,extra_draws_per_year,add_ons,failed_payments_12m,monthly_spend_estimated,donation_share_charity,web_sessions_90d_raw,service_contacts_12m,complaints_12m,lifetime_wins,campaign_cohort,treatment_sent_flag,offer_cost_eur,baseline_churn_risk_band,historic_revenue_12m,churned,revenue_next_12m_observed,subscription_month_length,ITE_variant_a,ITE_variant_b
3572,d3c5785c581b1cd0f2,48f8d79bf3ea10a2c3,36,door-to-door,se,0,1,0.0,14.54,41.1,14,0,0,7,control,0,0.0,low,169.49,0,153.12,101,0.21,0.1
11986,66980d8dbb15775ee0,3814ce3e74c3317a2c,64,online paid,se,0,1,1.0,19.09,62.0,14,0,0,0,control,0,0.0,very high,271.26,0,238.51,65,0.21,0.03999999999999998
4670,eb61c2b1b1bf5d25c8,168dfd7b1ee9b73932,73,direct mail,nl,0,1,0.0,19.85,45.4,8,0,0,0,control,0,0.0,high,236.66,0,225.42,46,0.21,0.13
15693,c249e9902551985fca,d7db58f98fdc7c51c8,18,direct mail,nl,0,2,1.0,19.9,52.0,1,1,0,0,control,0,0.0,low,198.6,0,270.22,93,0.21000000000000002,0.23000000000000004
118,6412121cbb2dc2cb9e,8023176f4acfc1fa5e,73,television,nl,2,0,1.0,16.8,39.0,12,1,0,0,control,0,0.0,low,203.91,0,262.5,148,0.21000000000000002,0.15
20573,4184dfd001b86c06f7,81a6c4a34de595bc90,66,dm,no,2,0,0.0,14.28,50.0,8,1,0,0,control,0,0.0,low,236.16,0,218.81,111,0.21000000000000002,0.25
20464,c32ad30e23618c4355,4457d79490d5eed5be,62,dm,se,2,2,0.0,22.37,68.0,8,0,0,0,control,0,0.0,high,270.03,0,358.35,113,0.21000000000000002,0.37
6648,dd4143061640d55fb3,c2e53317ee00104538,71,door-to-door,no,2,0,0.0,20.66,53.0,14,1,0,5,control,0,0.0,high,267.45,0,249.45,116,0.21000000000000002,0.020000000000000004
33549,7438845b5943e3d61c,708ebf6dbc7eaa9711,67,tv,gb,2,1,2.0,17.64,53.0,0,0,0,15,control,0,0.0,high,206.11,0,213.54,109,0.21000000000000002,-0.03
8659,1d18c59d33149e9344,2cf734f0f186b9c1e0,45,door-to-door,se,0,0,1.0,14.42,46.7,12,0,0,10,control,0,0.0,very high,188.49,0,140.51,78,0.21000000000000002,0.06
162,67baaa05759c5f8da2,746651667b3e944967,19,online paid,gb,1,1,0.0,20.86,54.3,12,0,0,0,control,0,0.0,low,217.53,0,254.22,53,0.21000000000000002,0.12
6560,960b18a4c3fc9dd4f6,61605274cab2f62ded,20,door-to-door,nl,0,0,1.0,20.08,33.5,10,1,0,0,control,0,0.0,low,209.98,0,223.48,96,0.21000000000000002,0.21999999999999997
5452,2674cea93e3214abce,65e0d61f3ae7164629,84,television,de,0,0,0.0,17.65,54.0,15,3,0,0,control,0,0.0,low,175.42,0,226.48,92,0.21000000000000002,0.18
24067,01428ca0e4ed4f5091,e51569b3b75f330987,68,door-to-door,se,0,0,0.0,12.74,54.0,5,3,1,5,control,0,0.0,medium,144.6,0,158.89,128,0.21000000000000002,0.0
2555,2270fa1dcbebe770b3,53c242c5dae5140fac,78,dm,se,0,1,0.0,16.14,65.7,10,0,0,0,control,0,0.0,low,197.37,0,162.72,86,0.21000000000000002,0.31
22031,d3a80d22394ecb6981,b124c6e7ed040c7dff,24,door-to-door,gb,2,1,2.0,22.8,47.0,7,0,0,10,variant_a,1,6.18,medium,319.88,1,101.15,75,0.21000000000000002,-0.16999999999999998
18890,d600a2c0f0abaa2659,819722c5a981ecf75a,38,tv,gb,0,0,1.0,13.93,37.0,7,0,0,2,control,0,0.0,very high,186.49,0,190.89,157,0.21000000000000002,0.16000000000000003
11775,54c68c4d1dc2b4c2bb,63b5afeddf3fc002ce,29,online paid,gb,2,2,0.0,20.49,55.0,9,1,0,0,control,0,0.0,medium,312.79,0,257.13,83,0.21000000000000002,0.27999999999999997
4778,977cf54e52109b5b27,7740cc4a575d57b335,83,television,nl,2,1,0.0,22.03,39.0,11,1,1,0,control,0,0.0,high,347.46,0,311.2,15,0.21000000000000002,0.14
30521,7c10793762778883d5,e155c44a2c6804d4e2,64,referral,no,0,0,2.0,13.72,56.7,8,0,0,9,control,0,0.0,medium,169.45,0,169.01,161,0.21000000000000002,0.16000000000000003
20113,ff2182172c8da2d80e,c7d4785a320dfbb16d,72,door-to-door,no,1,1,1.0,15.88,63.2,15,2,1,0,control,0,0.0,very high,167.82,0,214.05,103,0.21000000000000002,0.19
9118,9a8799e6ac57db6120,1b7ebac4edbe864845,87,online paid,nl,0,2,1.0,23.86,33.0,8,0,0,8,control,0,0.0,high,301.37,0,239.53,68,0.21000000000000002,0.04999999999999999
4855,1ca4dffd6cb96dfe66,8caf53b858f20c6ee2,18,tv,gb,0,1,0.0,21.15,34.0,7,1,0,0,control,0,0.0,low,237.35,0,303.6,111,0.21000000000000002,0.24
7181,311230754ff997ed31,e9f35ef95b0bfaa857,70,door-to-door,gb,0,2,0.0,22.12,45.0,8,0,0,0,control,0,0.0,low,298.44,0,214.92,113,0.21000000000000002,0.27999999999999997
3494,76e2d26f0496e090a9,dcf6b4da68bf2c0a75,54,tv,gb,2,1,1.0,18.78,35.0,4,3,0,0,control,0,0.0,low,294.75,0,234.98,139,0.21000000000000002,0.29000000000000004
17365,c1a79e7f0d5d27de57,050baa4a47e04a2aea,59,television,de,1,0,0.0,14.21,70.0,5,0,0,14,control,0,0.0,high,150.09,0,201.65,72,0.21000000000000002,0.09
7967,a7ba5241462c95541a,48a32279f68054b90a,82,door-to-door,nl,2,0,0.0,20.54,39.0,0,0,0,0,control,0,0.0,medium,304.69,0,254.71,146,0.21000000000000002,0.27
27060,1c76fb9381aac8712c,8995fba00bdc099981,36,dm,no,2,0,0.0,17.84,35.0,3,1,0,10,control,0,0.0,low,267.53,0,283.7,41,0.21000000000000002,0.06999999999999999
963,a8fbbd3b11424ce032,06f53f2a277716d94c,27,tv,nl,2,0,0.0,18.18,53.0,11,1,0,3,control,0,0.0,medium,223.0,0,273.24,148,0.21000000000000002,0.009999999999999998
7703,33169e6c57113f6de6,10e7ffd0d5267b6576,23,door-to-door,nl,2,3,0.0,26.49,55.0,4,0,0,2,control,0,0.0,high,392.87,0,412.88,58,0.21000000000000002,0.38
4885,4cc574cdc8da2b49b4,7e155be687c594b422,26,door-to-door,nl,2,1,0.0,21.4,42.0,10,1,0,4,control,0,0.0,high,269.93,0,350.51,44,0.21000000000000002,0.05
22716,2a822afd087f6001d3,2da70cdd9054e90d58,76,dm,de,0,0,0.0,12.46,45.0,15,2,0,0,control,0,0.0,medium,131.74,0,155.9,23,0.21000000000000002,0.06
14404,ed47c903ad66558cbd,8f02debbb0810a7513,35,door-to-door,nl,0,0,0.0,12.52,48.0,3,1,0,10,control,0,0.0,high,175.49,0,169.32,32,0.21000000000000002,0.020000000000000004
13179,cc16c48e00744da59e,38e727b8899c4a539e,61,direct mail,se,0,1,0.0,18.06,39.6,8,2,0,6,control,0,0.0,high,247.53,0,227.68,85,0.21000000000000002,0.039999999999999994
2336,cfd382c5eb817d52c7,874b0f0e65e4ab7e3c,63,television,gb,0,1,1.0,20.61,42.0,5,0,0,7,control,0,0.0,medium,235.06,0,210.92,161,0.21000000000000002,0.12000000000000001
11565,77e86f5489a21d225e,2c8287f1fe0596e9a2,46,referral,gb,0,0,0.0,14.83,41.0,12,3,0,0,control,0,0.0,low,203.94,0,208.52,158,0.21000000000000002,0.26
34942,72d2dc616bbb33717d,35e0a11b480c3c775f,21,dm,nl,2,1,1.0,19.5,37.6,5,0,0,8,control,0,0.0,very high,317.66,0,319.36,39,0.21000000000000002,0.18
30621,5b9a8d01164ae511a4,110d18cefc6dac40f3,31,door-to-door,gb,2,0,0.0,12.03,41.0,2,0,0,0,control,0,0.0,low,184.77,0,151.31,78,0.21000000000000002,0.26
11502,991ede353063f823ae,d55319f2971f066bcd,31,online paid,no,0,0,0.0,12.63,66.0,13,0,0,10,control,0,0.0,high,171.04,0,162.36,60,0.21000000000000002,0.0
20969,8a4698917fe654cfb2,595c4309fc31042078,65,tv,de,0,0,1.0,14.35,58.0,8,0,0,6,control,0,0.0,high,141.82,0,165.39,110,0.21000000000000002,0.06
33663,51cb4d36ac390e5bd8,9ea17b2e02c80410dd,34,door-to-door,no,2,0,1.0,13.9,41.0,5,0,0,7,control,0,0.0,high,171.96,0,233.1,154,0.21000000000000002,0.05
19542,5580d031cccd368c6c,9072475dc476da0fa2,33,door-to-door,nl,2,1,1.0,18.49,46.0,13,1,0,0,control,0,0.0,medium,297.23,0,277.37,126,0.21000000000000002,0.38
31753,5fa81016250471111d,411ec673eab07389e0,46,online paid,nl,2,0,0.0,12.39,42.0,11,0,0,9,control,0,0.0,medium,145.68,0,194.88,73,0.21000000000000002,0.15000000000000002
15079,0832f3473e5c452694,cf8ee6c63629e35efc,30,door-to-door,de,1,0,0.0,12.85,60.0,6,0,0,1,control,0,0.0,medium,148.83,0,141.57,81,0.21000000000000002,0.039999999999999994
15024,08a83ab0d6cfa10c7d,85ba1c8964c1436977,43,door-to-door,de,1,0,0.0,18.23,65.0,7,0,0,5,control,0,0.0,high,195.13,0,275.0,135,0.21000000000000002,-0.020000000000000004
30723,ce65aa143183d7336a,e179e44d8572ba4722,72,door-to-door,se,0,0,2.0,16.93,40.0,12,0,0,4,control,0,0.0,medium,176.99,0,225.06,136,0.21000000000000002,0.32
12766,cb7f08e109f0b2bfa5,f2b552f9c09e14356b,32,door-to-door,nl,2,0,1.0,13.14,54.0,1,0,0,0,control,0,0.0,medium,184.43,0,209.05,91,0.21000000000000002,0.31
12318,570938f00c1f30c595,2f9baa7f2949d62bc6,25,door-to-door,de,0,0,1.0,15.81,45.0,4,0,0,5,control,0,0.0,very high,201.06,0,179.87,51,0.21000000000000002,0.05000000000000002
12364,c9fef0f5571c58ecd8,db2c098d411a0bca56,43,door-to-door,nl,1,1,1.0,15.2,33.0,15,1,0,5,control,0,0.0,medium,195.95,0,182.35,136,0.21000000000000002,0.0
30365,4ecca9950b8e48cca4,4f0b1f80a27af2ca16,34,television,se,2,1,0.0,18.87,39.0,10,0,0,11,variant_b,1,16.66,very high,253.52,0,230.03,106,0.21000000000000002,-0.09
30974,e03814c1d555e06aa5,ce20674ed7294f9b7c,31,referral,de,2,1,0.0,21.5,65.0,7,0,0,0,control,0,0.0,low,255.05,0,341.22,150,0.21000000000000002,0.41
9849,f042fe2d8c2e42a80c,ec62c3626847b8263e,49,direct mail,no,0,1,0.0,18.97,68.0,12,0,0,14,control,0,0.0,very high,256.97,0,192.01,61,0.21000000000000002,-0.009999999999999995
27242,1b4c423abf96a91af5,e1a8e15c99061dc047,30,door-to-door,no,2,1,0.0,15.61,46.4,7,0,0,14,control,0,0.0,low,173.4,0,188.11,148,0.21000000000000002,0.05
11453,dd5f1fd8442d4ba6b3,d463dfc6ddbfc6e022,22,referral,se,2,1,0.0,19.07,50.0,14,1,0,5,control,0,0.0,low,245.42,0,286.19,91,0.21000000000000002,0.06
23633,79a00b87195cb584d0,faddca63c66b78a0cb,79,door-to-door,no,0,1,1.0,16.75,62.2,7,0,0,0,control,0,0.0,high,217.62,0,175.07,44,0.21000000000000002,0.05
9813,0181dbcc3606f670bb,fcdeab48a36741ba8a,47,dm,de,1,0,0.0,20.07,64.6,10,0,0,4,control,0,0.0,high,240.14,0,275.88,22,0.21000000000000002,0.009999999999999995
28492,cb61843a4d547a8d2a,dfb7d0daf26037b946,38,door-to-door,no,2,3,0.0,26.36,41.9,6,0,0,0,control,0,0.0,low,307.15,0,345.93,137,0.21000000000000002,0.38
31231,83cbc5e9ad9b537435,5d479de1fc93491ca2,35,television,no,2,1,0.0,18.96,46.0,7,0,0,2,control,0,0.0,low,223.3,0,226.55,155,0.21000000000000002,0.06
9848,be4188c0d0d914d4f5,617d130d4a48163ed9,76,tv,nl,1,0,0.0,15.21,53.0,12,1,0,0,control,0,0.0,medium,168.17,0,236.77,92,0.21000000000000002,0.24
4166,ef0e27f5a8bf73583a,9d4a63ec3c3a4bde6c,34,direct mail,nl,2,1,0.0,20.93,63.0,15,1,0,13,control,0,0.0,high,313.11,0,335.75,78,0.21000000000000002,0.05
26218,383b8db4df9294254e,5615a6f934bd050d07,46,referral,nl,0,2,0.0,19.64,42.3,13,0,0,0,control,0,0.0,medium,256.8,0,201.45,143,0.21000000000000002,0.26
4138,697782646a61d39ff1,a0d2a3a15a7d181604,73,direct mail,de,2,1,1.0,17.97,37.0,6,1,1,1,control,0,0.0,very high,274.6,0,283.28,156,0.21000000000000002,0.14
673,77983cf4f308d34fe7,7f09905feed4665a04,60,door-to-door,se,2,0,0.0,18.24,34.9,2,1,0,12,control,0,0.0,low,258.48,0,255.81,35,0.21000000000000002,0.06999999999999999
12416,5d5bbd55157f38a19f,81fc00f0dc0ddd530a,41,online paid,nl,0,1,0.0,17.94,39.0,7,0,0,11,control,0,0.0,low,256.97,0,205.69,19,0.21000000000000002,0.030000000000000002
8123,2e3a567dcc390811e4,18b58b0d02aeb793df,32,direct mail,gb,0,1,1.0,16.5,56.8,1,0,0,6,control,0,0.0,high,210.71,0,164.54,23,0.21000000000000002,0.16999999999999998
16347,ee2584054b4963d51c,704db81f06e6a87e85,49,online paid,nl,0,0,0.0,16.15,45.0,8,0,0,0,control,0,0.0,medium,180.32,0,176.04,49,0.21000000000000002,0.08
35239,59c53d894d899733cf,2fc13e85e836c451b5,71,direct mail,de,2,1,0.0,18.48,38.0,9,0,0,1,control,0,0.0,high,288.79,0,216.7,55,0.21000000000000002,0.15000000000000002
31180,ea2486be22140cf821,00faec9c1af94f34fe,21,door-to-door,de,0,1,0.0,17.18,59.2,0,0,0,0,control,0,0.0,very high,214.92,0,171.8,98,0.21000000000000002,0.22999999999999998
31522,af8e3c349612f1af5a,8fc7732ee6d970c96f,45,referral,gb,2,0,1.0,19.31,61.0,13,0,0,10,control,0,0.0,very high,307.5,0,288.7,31,0.21000000000000002,0.09000000000000001
31860,bcfcd28386825c63b4,82c81a60e32981a355,57,direct mail,no,0,0,0.0,15.21,37.0,2,1,0,0,variant_b,1,18.07,medium,179.28,0,218.49,147,0.21000000000000002,-0.01999999999999999
2457,d4f31b020955e1892a,1afdc4687f4ddea2d8,18,online paid,se,0,1,0.0,16.91,69.0,5,0,0,0,control,0,0.0,high,177.27,0,217.12,104,0.21000000000000002,0.2
33284,4d2cb51e2b2bd88889,aac190b7fce8bf3cdd,27,tv,no,0,0,0.0,15.58,44.0,1,0,0,0,variant_b,1,20.63,medium,185.36,1,136.02,122,0.21000000000000002,0.7000000000000001
12402,1c9fcae7146273d744,9d58042af96868b01d,86,tv,nl,2,2,0.0,22.53,31.8,11,0,0,2,control,0,0.0,high,351.17,0,263.11,52,0.21000000000000002,0.09
4346,fa2274da762c785b62,550325a49d4e430644,48,door-to-door,nl,2,0,0.0,19.32,37.0,4,0,0,0,variant_b,1,25.8,medium,293.47,0,277.87,16,0.21000000000000002,-0.06
23779,497e5e9501f2ffbc07,fcdd6afd287e936806,42,tv,nl,0,0,0.0,15.74,48.7,3,0,0,0,control,0,0.0,medium,196.19,0,224.41,159,0.21000000000000002,0.39
8917,ae714b2895215ee6c8,127c7a2a0400479081,43,referral,nl,2,0,0.0,15.45,43.0,8,0,0,0,control,0,0.0,very high,174.83,0,235.04,75,0.21000000000000002,0.31
7469,09b35ad905cc1f7bcd,5b8950156bfcb39bd6,20,direct mail,nl,0,2,0.0,21.98,64.0,12,0,1,0,control,0,0.0,low,310.11,0,309.66,60,0.21000000000000002,0.11000000000000001
15949,c2a58db8b46ccab0d0,4102c94ad288348391,23,door-to-door,no,0,0,1.0,17.49,32.8,10,1,0,4,control,0,0.0,low,245.5,0,177.91,152,0.21000000000000002,0.08
4265,4cbb466a35d3bb7304,71ad511defbf223a5a,59,online paid,se,2,0,0.0,17.96,56.0,7,0,0,14,control,0,0.0,low,210.74,0,271.88,65,0.21000000000000002,0.0
6257,a64a1476544db9bd76,f8b1872ca191ba320d,53,tv,de,0,0,1.0,16.87,37.0,15,0,0,6,control,0,0.0,very high,207.23,0,176.62,90,0.21000000000000002,0.05
31597,85e65e6138754b6cf6,53c2232a723fcf005c,57,tv,de,2,1,0.0,18.37,60.0,14,0,0,3,control,0,0.0,high,236.54,0,255.52,115,0.21000000000000002,0.0
24518,f7abe7d1372d2d2d0c,b16cd2a55a21352f4c,19,tv,de,2,0,0.0,17.36,42.6,6,0,0,0,control,0,0.0,medium,256.04,0,278.49,88,0.21000000000000002,0.2
26234,296d49fef1e0c5fa8d,e9ed0a38ae765e5c70,42,television,de,2,1,0.0,20.3,47.0,13,4,1,0,control,0,0.0,high,309.73,0,272.51,46,0.21000000000000002,0.12000000000000001
27918,3649a6a2557a26ada5,e9f2441cf6597667bf,60,dm,no,0,1,0.0,22.65,33.3,13,0,0,8,control,0,0.0,high,300.64,0,302.46,161,0.21000000000000002,0.039999999999999994
33694,e6ca77b059a8ec5a78,882648f9d112033374,35,door-to-door,de,0,0,0.0,13.35,35.0,13,2,0,6,control,0,0.0,medium,129.19,0,189.23,159,0.21000000000000002,-0.009999999999999995
30805,66f870cbf6b7ef5d6d,d52ff66b93467cc066,85,dm,nl,0,0,0.0,14.98,50.0,7,2,0,0,control,0,0.0,low,174.07,0,199.91,106,0.21000000000000002,0.36
27537,4c5bdd15468ef4803a,ba888aade868f460e9,68,door-to-door,no,2,0,0.0,16.29,41.0,6,1,0,0,variant_b,1,22.98,low,238.87,0,182.59,94,0.21000000000000002,0.039999999999999994
7313,c131278e28b4703f64,c6e8feaacee5b45eb3,66,tv,nl,0,0,0.0,16.7,62.9,10,0,1,2,control,0,0.0,medium,234.81,0,232.09,147,0.21000000000000002,0.06
764,e76d88aeab47da20d6,0f15387821cb1eba22,24,referral,no,1,0,0.0,14.06,56.0,2,0,0,8,control,0,0.0,medium,151.1,0,214.77,16,0.21000000000000002,0.05
19754,b12688a94782845c22,8d6908c27bac07b940,45,referral,nl,1,0,0.0,14.88,47.0,14,0,0,0,control,0,0.0,medium,215.52,0,202.51,125,0.21000000000000002,0.32
9188,32493fbdd3d4dc3411,e73b6814e73fb0c249,24,referral,de,2,2,0.0,24.87,38.0,12,0,0,0,control,0,0.0,very high,287.7,0,299.31,138,0.21000000000000002,0.2
6292,79d0360cd882c01f1a,984e99632c807d2fbe,35,tv,no,2,0,0.0,17.56,56.0,10,0,1,0,control,0,0.0,low,215.19,0,208.7,78,0.21000000000000002,0.13
13608,6ee0208730157b0b4d,fee91d41662a3f9082,82,television,de,2,0,0.0,12.22,33.0,0,0,0,14,control,0,0.0,high,172.52,0,150.22,119,0.21000000000000002,0.13
10993,05a0eed59f4254eb0a,e056ed0279640b9ddd,43,online paid,de,2,3,0.0,22.91,67.0,15,1,0,2,control,0,0.0,high,354.44,0,316.88,151,0.21000000000000002,0.12
11004,1921493b5362e63fbe,511d2e2ce214938331,73,door-to-door,de,0,1,1.0,20.13,61.0,15,0,1,3,control,0,0.0,low,221.83,0,255.28,140,0.21000000000000002,0.09
20635,850972b9b9e9e1d869,e5903dc45c8ad4f5d1,85,direct mail,gb,2,2,1.0,22.99,65.0,12,1,0,1,control,0,0.0,high,367.0,0,359.7,45,0.21000000000000002,0.12
10133,369b35ac15709446de,da7b675e8927a77c9a,84,online paid,gb,0,2,0.0,25.28,32.0,10,0,0,0,control,0,0.0,medium,309.28,0,272.57,116,0.21000000000000002,0.34
33028,f32fabfd1b93d08674,1660b54ff93a4b592d,79,tv,gb,2,1,1.0,19.61,58.0,12,0,0,0,variant_b,1,28.13,medium,287.21,1,152.0,125,0.21000000000000002,0.71
9090,d57812289771598c8a,6d313ec608c195902e,87,door-to-door,gb,0,0,1.0,17.74,35.0,5,1,0,4,control,0,0.0,low,181.02,0,212.85,160,0.21000000000000002,0.06
20234,ef239417f3ff792610,587bfa773e589575e3,77,referral,gb,2,1,0.0,20.05,62.0,10,0,0,0,variant_b,1,18.39,medium,286.58,1,117.62,160,0.21000000000000002,0.64
34109,d3b1db304152af564f,4831022f3f79fa90e8,53,television,de,0,0,1.0,16.96,67.0,6,1,0,0,variant_b,1,27.3,medium,223.26,0,199.99,41,0.21000000000000002,-0.04
9341,4ea01965a7b1b4359c,55e80f08c4cd5e536c,26,referral,se,2,0,0.0,20.11,53.0,6,0,0,0,control,0,0.0,medium,300.73,0,321.1,105,0.21000000000000002,0.26
17595,bb599065939e9a6595,7e1e1a6a13fff6faeb,51,dm,gb,0,0,0.0,19.71,33.0,8,0,0,3,control,0,0.0,very high,246.51,0,280.87,38,0.21000000000000002,0.14
10235,559269b636448e707b,80b926754a83d65c67,84,television,se,0,1,0.0,19.86,56.0,10,0,0,0,variant_b,1,24.81,very high,284.88,0,231.39,22,0.21000000000000002,-0.24
31347,df2db431a9c38d07e6,a598a0e60bf4228289,86,online paid,no,0,0,0.0,19.37,68.8,15,0,0,14,control,0,0.0,low,254.18,0,194.94,92,0.21000000000000002,0.039999999999999994
20551,f1ce00c04b55f6c2d8,547422fd1d8693f345,81,online paid,gb,1,0,1.0,15.29,38.0,4,0,0,0,variant_a,1,12.43,very high,175.98,1,14.83,156,0.21000000000000008,0.0
11135,b4a3c653ae58ddb2b9,481555e36b44a48e67,51,door-to-door,gb,0,1,2.0,17.16,66.0,10,2,0,0,variant_a,1,6.36,very high,168.32,1,112.04,97,0.21000000000000008,0.030000000000000027
22862,1424a2874fbe1b99f4,0ca44a31e6b7177490,76,door-to-door,de,0,0,0.0,18.54,64.6,4,0,0,0,control,0,0.0,high,248.48,0,222.46,13,0.21999999999999997,0.13
27580,1bbf59e4a46f5f5bd3,8b94d43fea0de9394b,89,television,se,0,0,2.0,15.9,34.5,3,0,0,11,control,0,0.0,low,196.38,0,217.6,119,0.21999999999999997,0.03999999999999998
2008,1b554caad501314780,c111e2209dcd275ff9,85,referral,se,1,1,0.0,21.44,38.0,0,1,0,0,variant_b,1,26.25,medium,278.54,0,299.17,75,0.21999999999999997,-0.07
35004,fa9462ba01ad26f195,4088629dfad1d557b5,78,referral,se,2,2,0.0,18.05,61.0,10,0,0,0,variant_b,1,22.63,low,225.52,0,233.57,109,0.21999999999999997,0.0
7152,8bd045c0275185605e,c24188f2d7167c78a2,35,television,de,0,2,2.0,18.2,40.0,9,0,0,10,variant_a,1,13.28,very high,211.95,1,134.47,150,0.21999999999999997,-0.19
9614,042b1cd756a6b6b7c3,7f4eb85d065bdd60d3,90,tv,no,1,2,0.0,19.37,31.0,10,1,1,0,control,0,0.0,low,205.56,0,251.3,127,0.21999999999999997,0.32
32218,7acf9a6623c2769fa8,457faf68b5a0afa24a,84,door-to-door,de,2,0,0.0,19.93,64.0,7,1,0,0,control,0,0.0,low,268.66,0,295.37,119,0.21999999999999997,0.36
14345,745c7d75786602f310,07331be85ebe9c12eb,50,referral,no,0,1,0.0,16.71,32.0,0,0,0,0,variant_b,1,22.7,medium,227.55,0,192.2,26,0.21999999999999997,-0.04
3601,4b459ea1a5917be436,c18f53897860d7e0c1,58,referral,nl,0,0,0.0,19.16,49.0,14,0,0,0,control,0,0.0,low,198.06,0,191.8,160,0.21999999999999997,0.2
269,0913e2e6049a59306f,ff4257760dfeb795ee,88,tv,se,2,0,0.0,16.91,67.0,15,1,0,0,control,0,0.0,very high,280.41,0,236.21,122,0.21999999999999997,0.38
29291,a2b13d885f0ccdfcb2,0294bc99fcf810df32,21,referral,se,0,0,0.0,14.19,59.0,4,0,1,9,variant_b,1,19.38,very high,139.74,1,35.73,148,0.21999999999999997,0.43999999999999995
13548,d66f27ddc6cea33a94,8c4fe00448b5cf2833,19,online paid,nl,0,1,1.0,23.25,63.0,0,3,0,0,control,0,0.0,high,229.37,0,276.44,19,0.21999999999999997,0.21999999999999997
12089,78cd235d10ebb34900,7b463c63f677dc10dd,24,online paid,nl,1,0,0.0,17.29,68.0,6,3,0,0,control,0,0.0,low,224.19,0,264.19,156,0.21999999999999997,0.32999999999999996
17545,6f5d6a59e9b2dc0164,409a30d94aa99c354d,78,dm,no,0,0,1.0,17.38,50.0,15,0,0,0,control,0,0.0,high,186.15,0,209.94,123,0.21999999999999997,0.32999999999999996
5592,19df34e5a4cbdb9c7a,47ab43c9066da3a10f,22,television,nl,2,1,1.0,20.61,59.0,7,0,0,0,control,0,0.0,medium,276.37,0,226.71,104,0.21999999999999997,0.2
20061,3bf3dc7172bfe2666d,d6a44b04918a3d1784,45,door-to-door,gb,2,0,0.0,16.68,63.0,12,0,0,0,control,0,0.0,high,256.72,0,220.34,138,0.21999999999999997,0.37
18538,eff58775e5cf76bcf6,a0bc313af97b874751,26,referral,se,2,0,0.0,14.37,68.9,10,3,0,0,control,0,0.0,medium,223.9,0,231.85,160,0.21999999999999997,0.38
29052,e3036fb3e0fd60ba20,853e79576b467f6b1b,73,dm,nl,1,0,0.0,13.46,47.0,10,3,0,3,control,0,0.0,high,202.81,0,143.94,144,0.21999999999999997,0.01999999999999999
6481,2d10de96803114d3a4,31f5d690e75ddb97d9,24,television,gb,0,0,1.0,16.32,64.0,10,1,0,0,variant_b,1,22.59,low,181.28,0,195.53,107,0.21999999999999997,0.04999999999999999
15087,9abe147d9512ec5ea3,7e7524a4585a0b2d94,39,door-to-door,nl,0,0,0.0,14.07,39.7,10,0,0,0,variant_b,1,22.07,medium,164.06,1,22.53,134,0.21999999999999997,0.7000000000000001
15163,84cdb613b1461cebf9,14e6f3570bc616813e,81,dm,nl,0,1,2.0,22.31,50.0,11,0,0,0,variant_a,1,13.52,medium,246.3,1,78.54,60,0.21999999999999997,-0.05999999999999994
15218,b9a94fc61d256b45be,41ca1a6193d5617f73,47,direct mail,no,1,1,2.0,19.09,59.0,4,3,0,9,variant_a,1,7.05,very high,254.52,1,126.06,80,0.21999999999999997,-0.16000000000000003
33157,42e48dffac7c80798a,88ed6af2e2af9a6400,38,television,nl,0,1,0.0,19.99,43.9,1,0,0,0,control,0,0.0,medium,192.04,0,225.94,120,0.21999999999999997,0.26
2345,800d7c5998783ff37a,30481c2ce71b059a01,59,door-to-door,nl,0,2,0.0,19.33,61.0,1,1,0,0,control,0,0.0,low,233.87,0,190.57,90,0.21999999999999997,0.25
31327,6177a45cb50f7d46de,aa701db22116b52987,61,online paid,nl,2,2,1.0,22.29,45.0,10,0,0,0,control,0,0.0,high,339.13,0,278.67,130,0.21999999999999997,0.33999999999999997
2761,0b36451530d9491114,42794840348c05d521,47,door-to-door,gb,0,1,1.0,15.64,38.0,9,0,1,0,variant_a,1,5.07,high,205.24,1,66.0,142,0.21999999999999997,0.0
15719,f8901656b0f02a487c,08f4b790ff5f2a6bef,44,tv,nl,1,2,0.0,22.53,46.4,2,0,0,3,control,0,0.0,very high,328.0,0,312.06,124,0.21999999999999997,0.16999999999999998
25465,9cc1efe753654fa022,19c9bd2ff7bc2fb912,25,direct mail,gb,0,0,0.0,19.95,42.9,15,3,0,13,control,0,0.0,very high,226.65,0,203.51,47,0.21999999999999997,0.020000000000000004
16887,b7e0f3c8cbc0db30c7,a37f2b7cf023eb9bee,63,door-to-door,no,2,1,0.0,15.87,34.0,7,1,0,0,variant_b,1,23.22,low,216.17,0,193.56,55,0.21999999999999997,-0.07
21578,43a4d135b5225238f2,2681b2f5d67c7abeb5,35,door-to-door,gb,2,1,1.0,18.22,33.0,11,0,0,0,control,0,0.0,medium,284.55,0,218.27,140,0.21999999999999997,0.37
14547,6974909f63282da921,670f5457dbb7d4648e,70,television,nl,0,0,0.0,14.33,33.0,14,0,0,3,control,0,0.0,high,143.87,0,184.03,23,0.21999999999999997,0.03
