,Unnamed: 0,customer_id,subscription_id,participant_age,marketing_channel,country_code,extra_draws_per_year,add_ons,failed_payments_12m,monthly_spend_estimated,donation_share_charity,web_sessions_90d_raw,service_contacts_12m,complaints_12m,lifetime_wins,campaign_cohort,treatment_sent_flag,offer_cost_eur,baseline_churn_risk_band,historic_revenue_12m,churned,revenue_next_12m_observed,subscription_month_length,ITE_variant_a,ITE_variant_b,variant_a_or_b
4206,14976,9dc5e69cae378ee050,8860e387b6cc572b42,20,direct mail,gb,2,3,1.0,26.68,37.0,7,0,0,0,variant_a,1,8.3,low,313.88,0,386.51,35,-0.1,0.04,a
4211,2803,fe41bb826b6a3cd35f,e3705d17f0447f78c5,40,door-to-door,nl,1,0,0.0,17.54,43.0,11,1,0,0,variant_a,1,6.44,medium,198.81,0,205.14,156,-0.1,0.04,a
4213,29763,c894e871056ec777b3,36298f4c0b5584cfe1,61,direct mail,no,2,1,0.0,21.98,47.0,1,0,0,4,variant_a,1,7.09,high,322.61,0,339.13,20,-0.1,0.04,a
4166,9442,d1aae872c07c10af8b,47bf5739db570564e4,32,door-to-door,nl,2,1,1.0,18.69,44.0,14,2,0,15,variant_a,1,6.85,high,246.44,0,272.93,71,-0.1,0.0499999999999999,a
4103,12151,6a1eb08082e599be20,e6edc83ac2e15b6902,33,referral,nl,0,3,1.0,24.24,32.0,1,2,0,13,variant_a,1,12.16,low,264.06,0,279.95,14,-0.1,0.06,a
4187,30660,4741dc94acb74a29da,edff0f6af604f4a47c,67,door-to-door,no,2,0,0.0,15.53,30.1,14,0,0,0,variant_a,1,11.76,medium,226.18,0,220.79,96,-0.1,0.0699999999999999,a
4081,6596,f2b41808a36363e727,427383350787012e78,23,door-to-door,nl,2,2,1.0,19.91,30.0,10,0,0,0,variant_a,1,7.17,medium,271.51,0,297.83,34,-0.1,0.0799999999999999,a
4133,13508,84d2f3b46b8baf9d28,5bee60f0e9694683dc,43,door-to-door,no,0,1,1.0,20.29,69.0,13,0,0,0,variant_a,1,7.06,low,288.02,0,233.46,68,-0.1,0.0799999999999999,a
4143,24817,432773124021b50498,ca38c74519fd366ae9,64,dm,nl,0,1,0.0,17.51,38.0,4,0,0,0,variant_a,1,9.76,low,224.12,0,207.57,117,-0.1,0.0799999999999999,a
4092,21248,ce546aedbd70c4d675,9e6a4f9da74396140a,24,television,nl,2,1,1.0,18.46,57.0,12,0,0,0,variant_a,1,14.13,low,283.74,0,286.27,159,-0.1,0.09,a
4134,23493,b4c544e38385676470,7c14f24bc2c4d5b015,20,door-to-door,nl,2,1,0.0,19.17,50.0,4,1,0,0,variant_a,1,9.62,medium,278.82,0,245.84,53,-0.1,0.09,a
4214,13541,1a2415c433a4d3d763,df73a8ca7d2034c74a,90,door-to-door,de,0,0,0.0,12.52,50.0,6,0,0,0,variant_a,1,7.92,medium,130.5,0,157.93,112,-0.1,0.09,a
4168,21171,f6484dfb6a1c9ba746,3632b52cd768804580,66,television,se,1,0,0.0,14.86,69.0,9,0,0,0,variant_a,1,14.12,low,194.49,0,204.23,75,-0.1,0.1,a
4169,16680,93960d5fb44e901605,8ac921d5d045212c97,60,television,de,0,2,1.0,22.59,45.0,3,2,0,0,variant_a,1,7.63,low,289.73,0,289.19,64,-0.1,0.1,a
4173,15791,71173877ba479d192f,06e4e547053af78c44,89,tv,de,1,2,1.0,21.6,51.0,6,2,0,0,variant_a,1,13.37,medium,327.24,0,291.27,75,-0.1,0.1,a
4226,14320,2fe4b13d9f35cdcf80,a61f7f7ec2a96215ad,56,online paid,no,2,0,0.0,13.51,42.0,13,2,0,0,variant_a,1,12.77,high,199.63,0,183.16,135,-0.1,0.11,a
4138,9541,bf34e4c28fa03210f4,4ce8d7c0d4c8737c61,63,dm,no,0,1,0.0,16.76,36.8,13,0,0,0,variant_a,1,15.18,medium,220.72,0,222.75,135,-0.1,0.12,a
4208,1570,bf03faf089665754a8,2a58d83b11d34d0d10,29,door-to-door,nl,2,4,1.0,28.28,61.0,5,0,0,5,variant_a,1,9.1,medium,304.69,0,378.7,123,-0.1,0.12,a
4217,1005,65684369725be7c63a,1acbf888c0941af370,90,referral,de,0,0,0.0,16.83,65.0,10,0,0,0,variant_a,1,14.78,low,184.53,0,186.01,112,-0.1,0.13,a
4100,14644,a3b50762ba94a13bd2,47358dbd46cab2ecef,61,direct mail,gb,0,0,1.0,17.03,34.0,3,0,0,0,variant_a,1,10.66,medium,203.75,0,199.19,89,-0.1,0.1399999999999999,a
4128,7376,45847868f97554aaf5,e3fe1e84f407402a2c,59,referral,gb,0,2,0.0,20.72,48.0,5,0,0,0,variant_a,1,7.81,low,232.26,0,211.0,125,-0.1,0.1399999999999999,a
4176,27696,0f450f46df1e06c673,dafbf165eabfaa1974,24,television,de,2,0,0.0,20.03,67.6,14,1,0,0,variant_a,1,7.92,medium,251.37,0,282.38,119,-0.1,0.15,a
4122,27334,b2a242690f11730909,bbc73628499deaf0e0,50,referral,no,0,0,0.0,14.02,34.0,0,0,0,0,variant_a,1,5.55,low,158.52,0,198.16,144,-0.1,0.1599999999999999,a
4197,3225,0f4bcf819fdbacb2a6,a6250877901dcf6cf8,55,referral,nl,2,2,0.0,26.27,31.0,9,1,0,0,variant_a,1,15.14,low,339.66,0,365.72,126,-0.1,0.1599999999999999,a
4212,9194,4009fb33c2755760ca,492d07f53ba36a1508,54,television,se,2,0,1.0,15.92,65.0,4,1,0,0,variant_a,1,14.48,low,197.82,0,260.97,149,-0.1,0.1699999999999999,a
4056,20388,f85ac96813ea9cb169,0c008fc54e47b920b6,74,television,no,1,1,0.0,22.83,61.0,5,0,0,0,variant_b,1,19.03,very high,352.63,1,26.72,58,-0.1,0.1799999999999999,a
4238,13096,f59937e10eb1221964,382d94100dc8a61027,52,online paid,de,2,0,0.0,19.46,36.0,15,1,0,0,variant_a,1,6.04,medium,248.58,0,290.91,128,-0.1,0.1799999999999999,a
4149,6147,1cbd0a834ad09f5650,b6dc1fa9101eeb94cd,23,referral,se,2,0,0.0,13.5,40.0,3,1,0,0,variant_a,1,9.62,low,165.99,0,168.22,85,-0.1,0.18,a
4102,34654,befe326073e97f6b43,e9b74becc5670a59d4,31,door-to-door,no,1,0,0.0,17.28,31.0,1,0,0,0,variant_a,1,16.04,low,228.76,0,256.91,82,-0.1,0.19,a
4182,25409,5f6f7b11088de6d2cd,1b1a0d43cdddfc1315,65,referral,no,2,0,1.0,12.18,49.0,14,0,0,0,variant_a,1,14.57,low,191.49,0,197.81,85,-0.1,0.19,a
4136,19220,7f139acf3f38e85238,b725b96e38bdc9b437,22,tv,gb,1,2,0.0,20.75,33.0,2,0,0,0,variant_a,1,15.47,low,227.15,0,245.9,107,-0.1,0.2099999999999999,a
4067,32251,a7572e51d89da5dcfc,9c1dc1b65f6fff45e8,70,door-to-door,no,0,1,0.0,19.48,48.0,6,0,0,0,variant_a,1,5.06,high,205.15,0,262.39,149,-0.1,0.2199999999999999,a
4205,18294,34cd5b26e973507b09,769607d034451a561f,23,dm,se,2,3,0.0,25.31,43.0,5,1,0,0,variant_a,1,5.62,medium,324.67,0,291.0,79,-0.1,0.2199999999999999,a
4076,27825,b851cb30a3604f1a03,57625fe5c7bf73b32f,20,referral,no,0,1,0.0,17.09,37.0,13,0,1,0,variant_a,1,15.33,low,190.65,0,215.36,117,-0.1,0.22,a
4109,15116,2de8d3829c34f96ae6,bd5c47bb178c678cd8,51,tv,no,2,0,0.0,13.45,33.0,13,0,1,0,variant_a,1,10.47,medium,166.55,0,199.64,100,-0.1,0.24,a
4198,32957,843885e08f45a17acd,871a7c1059c280f29e,39,tv,nl,2,1,0.0,17.2,67.9,10,1,0,0,variant_a,1,6.21,medium,241.01,0,260.58,101,-0.1,0.24,a
4053,6981,b23f2a9eddbae15529,db2de2374d093650ff,36,online paid,de,2,2,0.0,20.43,39.0,7,1,0,0,variant_b,1,22.24,high,224.02,1,237.49,66,-0.1,0.27,a
4095,9532,4981ae91bd5293b2c0,28db66baa781b73f8d,53,door-to-door,gb,2,1,0.0,21.34,37.0,7,0,0,0,variant_a,1,14.61,low,270.18,0,249.49,115,-0.1,0.28,a
4058,6202,fda6baab618b39821b,648f5120824b3dff1c,89,online paid,no,0,1,1.0,15.6,49.0,0,0,0,0,variant_b,1,23.96,medium,192.14,1,153.54,152,-0.1,0.2999999999999999,a
4044,13331,d9ead51d7aebbe36e3,068f105db9b06e906b,31,referral,gb,0,4,2.0,26.49,70.0,10,0,0,0,variant_b,1,24.5,medium,355.24,1,117.87,143,-0.1,0.3199999999999999,a
4119,33731,cb1f1e892b2602ef82,7972c41a474505a832,63,direct mail,nl,2,1,1.0,23.43,32.0,7,0,0,0,variant_a,1,13.47,medium,281.77,0,369.74,148,-0.1,0.32,a
4223,498,a97f6e2fedcabc8879,08ca1c80482fd6de29,37,online paid,nl,0,1,0.0,23.24,50.4,6,2,0,0,variant_a,1,16.32,low,235.76,0,263.67,127,-0.1,0.3299999999999999,a
4048,13290,62d3acf0e33805d530,281e1e49268e7d232f,61,dm,nl,2,0,0.0,14.89,45.0,15,0,0,0,variant_b,1,22.9,very high,179.3,1,17.2,146,-0.1,0.33,a
4049,17144,58531c85829c056175,874765c57dcd1c4469,75,door-to-door,de,2,0,2.0,15.95,48.9,9,0,1,0,variant_b,1,11.68,medium,233.76,1,58.44,72,-0.1,0.35,a
4052,28758,0623815a789c473725,6d1d3d90751ef9994a,59,door-to-door,no,0,1,0.0,18.22,40.4,0,0,0,0,variant_b,1,22.73,high,175.68,1,202.86,147,-0.1,0.38,a
4059,9212,25397b4aa0a8d579b7,67311b561e26dacab1,76,door-to-door,se,2,0,1.0,13.57,66.0,13,0,0,0,variant_b,1,13.39,high,180.05,1,51.6,157,-0.1,0.38,a
4098,18650,90915208c601cc8c86,0d0d0475282db704d1,40,referral,gb,2,2,0.0,22.99,36.0,3,0,1,5,variant_b,1,19.75,high,351.51,1,73.64,151,-0.1,0.3999999999999999,a
4057,20581,7c13123185ca0374cc,c791ea8d64f63cf2cc,71,referral,gb,2,3,0.0,26.1,50.0,13,0,0,0,variant_b,1,27.13,high,327.71,1,122.04,159,-0.1,0.41,a
4116,33682,99c3c828637e01c433,19ed9a4f8a3bb8cfa8,49,online paid,nl,2,0,0.0,17.36,66.0,7,0,1,0,variant_b,1,12.93,medium,202.32,1,207.85,123,-0.1,0.42,a
4139,5110,34d2379317fb363560,6db9c43299d92dc8ab,89,television,se,2,1,0.0,16.75,57.0,15,1,0,2,variant_b,1,15.2,medium,245.4,1,127.74,156,-0.1,0.42,a
4186,18029,cb03c49012a597f2dc,fdc63a4181fbe709b4,34,door-to-door,nl,0,0,0.0,14.76,65.0,0,0,0,11,variant_b,1,15.4,high,147.24,1,35.33,103,-0.1,0.42,a
4051,4501,c8713899f5d7bf7908,f0fdce5e54121ba961,70,television,no,0,2,0.0,17.13,42.0,11,3,0,0,variant_b,1,12.24,high,212.27,1,72.63,108,-0.1,0.44,a
4145,22796,28b666d0bbf15152ac,58e1079f3c93ea28e9,31,online paid,nl,0,1,0.0,20.21,39.4,1,0,0,0,variant_b,1,23.18,high,262.43,1,56.21,130,-0.1,0.45,a
4072,32937,2f2695b17b5dec1302,6e3f1379dd75136ceb,28,direct mail,de,0,0,0.0,16.32,30.0,5,0,1,15,variant_b,1,16.58,very high,230.88,1,16.12,136,-0.1,0.47,a
4055,29832,ce237f105cfd8a8568,e221d87624c69561ca,83,online paid,no,0,0,1.0,18.47,60.0,14,0,0,0,variant_b,1,16.36,high,238.65,1,98.89,134,-0.1,0.5499999999999999,a
4240,20373,dc6ed42ba37c3dc4cd,67dd1af67dd02b00fa,44,door-to-door,nl,2,2,0.0,19.18,44.0,3,0,0,0,variant_b,1,14.4,low,291.17,1,170.29,119,-0.1,0.6499999999999999,a
4343,30906,a5be7e784650548b8f,d8da51620f8a4f3c3d,27,online paid,nl,2,0,3.0,17.8,43.0,6,3,1,15,variant_b,1,23.8,medium,243.37,0,282.11,154,-0.0999999999999999,-0.4399999999999999,b
4327,31533,883fb98c56421224ce,d3992125e3ded7a1bd,40,door-to-door,se,2,0,2.0,13.08,65.0,10,1,0,6,variant_b,1,20.9,low,215.94,0,167.9,120,-0.0999999999999999,-0.39,b
4335,22397,668e5773130d942b59,3a8d17efc6dd1f9978,88,online paid,se,1,1,2.0,18.1,44.0,5,1,0,1,variant_b,1,12.61,medium,225.77,0,228.32,43,-0.0999999999999999,-0.38,b
4338,12866,8d297a658bd8918ca2,6d955dc13e9dfe4c5d,40,referral,gb,2,0,1.0,13.79,62.0,0,3,0,14,variant_b,1,16.78,very high,198.65,0,193.6,102,-0.0999999999999999,-0.36,b
4325,14257,c19cfde3e601c7453e,dec54f35c8fded57bf,54,online paid,de,2,1,3.0,18.38,61.8,5,0,0,6,variant_b,1,14.21,medium,206.78,0,210.87,122,-0.0999999999999999,-0.3399999999999999,b
4324,9855,f9cc05c31c9cdbd88e,0910e7cdc0c31d55aa,67,dm,gb,2,0,3.0,13.44,62.0,15,0,0,0,variant_b,1,22.38,low,179.37,0,186.55,42,-0.0999999999999999,-0.3299999999999999,b
4316,7893,316df47e848efa60f2,9d58688027480240ae,54,referral,no,0,2,1.0,22.9,69.0,4,0,0,0,variant_b,1,15.47,very high,309.67,0,275.99,46,-0.0999999999999999,-0.3,b
4340,13851,aca49daec57b423d08,158e3bb74e5bf96fdf,18,tv,nl,0,0,1.0,19.8,40.0,0,1,0,0,variant_b,1,18.09,high,259.94,0,260.04,125,-0.0999999999999999,-0.28,b
4308,5734,86158a6b3924670a32,7240a22fedf12216bf,82,referral,no,2,0,0.0,14.23,43.0,0,0,0,2,variant_b,1,20.83,high,177.4,0,202.34,123,-0.0999999999999999,-0.2699999999999999,b
4332,27508,292f0300bbddb5ad9e,d8d2734fbb62116aed,52,dm,nl,0,0,1.0,16.88,59.0,4,0,0,0,variant_b,1,14.77,very high,239.48,0,185.02,140,-0.0999999999999999,-0.26,b
4314,35001,bc9e8957f418b0f2a0,a1fcac6715f26a4426,88,online paid,gb,1,0,0.0,14.25,55.0,2,0,0,14,variant_b,1,19.03,very high,177.81,0,201.64,67,-0.0999999999999999,-0.2499999999999999,b
4342,27293,ceef9a7959adba8d64,ebd5a9cde29f516879,50,door-to-door,de,0,1,0.0,16.22,48.0,0,0,0,0,variant_b,1,11.61,high,157.11,0,209.01,64,-0.0999999999999999,-0.2299999999999999,b
4306,33581,80a694e39b3619bc4c,9b706898bd139e66f9,83,online paid,gb,2,1,0.0,18.95,67.0,10,2,0,0,variant_b,1,15.66,high,263.46,0,299.28,158,-0.0999999999999999,-0.21,b
4323,6267,00c54f9462673d4c09,354567da9c35a23e00,90,online paid,de,2,0,0.0,14.29,33.0,12,0,0,0,variant_b,1,26.18,medium,169.08,0,226.65,59,-0.0999999999999999,-0.21,b
4313,35072,387fc7868a72d0c838,bebf7d243d0ab6cf03,67,tv,gb,0,0,0.0,13.58,43.0,2,0,0,0,variant_b,1,20.39,low,138.88,0,188.41,111,-0.0999999999999999,-0.2099999999999999,b
4281,213,6375f34725de108526,818fee80025f461a39,48,door-to-door,nl,1,1,1.0,14.81,52.0,8,2,0,11,variant_b,1,18.19,high,223.22,0,157.55,43,-0.0999999999999999,-0.1999999999999999,b
4309,35039,e8609464e1813ad249,370d75e5da702ed03a,62,referral,no,0,1,1.0,16.49,45.0,5,0,0,6,variant_b,1,10.06,high,158.79,0,175.21,68,-0.0999999999999999,-0.1699999999999999,b
4296,13321,0443e6bc05a750749b,5e85307fba44908193,49,door-to-door,no,2,1,1.0,20.36,66.0,6,2,0,12,variant_b,1,12.34,high,319.3,0,278.35,114,-0.0999999999999999,-0.16,b
4300,22653,926356d4802a1bfc46,e306cd1bcda2907533,33,online paid,no,1,0,0.0,14.13,40.0,5,0,0,9,variant_b,1,12.33,high,183.13,0,198.72,112,-0.0999999999999999,-0.16,b
4303,1025,23378a2d0a25c6ade2,397c047266340d0ca4,76,television,se,2,2,0.0,22.38,66.0,14,0,1,11,variant_b,1,16.53,high,269.82,0,309.19,19,-0.0999999999999999,-0.16,b
4329,29297,918b71f2ac42210cfa,1061b7ca1205d71fc6,22,referral,nl,2,0,0.0,17.2,39.0,4,0,0,0,variant_b,1,21.96,high,247.27,0,241.9,161,-0.0999999999999999,-0.1599999999999999,b
4264,33739,bab82e00570d17a1fe,a57b1a6436e027c204,47,online paid,nl,2,1,0.0,15.98,55.0,5,0,0,8,variant_b,1,17.19,high,200.28,0,176.92,117,-0.0999999999999999,-0.15,b
4286,13186,b61557c54dfb0ba8ea,9001ff9a497828df1a,64,online paid,no,0,0,0.0,16.93,55.0,4,0,0,0,variant_b,1,13.07,medium,242.83,0,240.62,94,-0.0999999999999999,-0.1399999999999999,b
4279,19075,fb5b5e2c58d0e0b903,54dfaae2299463a3ca,22,door-to-door,de,2,1,0.0,14.83,47.0,14,2,1,15,variant_b,1,10.67,medium,181.44,0,187.02,82,-0.0999999999999999,-0.13,b
4299,22717,c48db0d24d70bc9728,571eb860d69b540393,18,referral,gb,0,1,1.0,19.25,54.4,10,2,0,6,variant_b,1,11.54,medium,259.95,0,262.41,119,-0.0999999999999999,-0.12,b
4254,7410,406c841592c4176af3,55917015f742aa4070,79,referral,se,2,2,0.0,25.89,62.0,11,0,0,0,variant_a,1,12.8,medium,369.5,0,335.94,40,-0.0999999999999999,-0.1099999999999999,b
4259,2040,e0d2fe50debfaec6b2,72d918c5a12def7825,34,online paid,no,2,3,1.0,22.01,48.4,13,0,0,0,variant_b,1,16.9,low,292.0,0,336.74,66,-0.0999999999999999,-0.1099999999999999,b
4288,34338,311c3fb9c939d92981,4d4f41fde2ee7b3467,47,dm,de,0,1,0.0,19.76,36.0,1,0,0,1,variant_b,1,12.34,medium,271.51,0,253.65,43,-0.0999999999999999,-0.1099999999999999,b
4260,23824,f54b03e4f11c8bd992,6bfeec325dc39ab4dd,75,online paid,de,0,0,0.0,12.86,51.8,3,1,0,1,variant_b,1,15.13,medium,168.45,0,177.18,83,-0.0999999999999999,-0.0999999999999999,a
4272,16466,34667ff5524af31640,e4e7e1d64e7f4bc7da,47,dm,se,1,1,0.0,19.73,69.0,9,0,0,3,variant_a,1,16.86,high,237.56,0,275.75,87,-0.0999999999999999,-0.0999999999999999,a
4291,29533,f6b35e5217428f5021,d25014f44f82167e18,61,door-to-door,de,0,0,0.0,18.62,54.0,2,1,0,6,variant_b,1,14.17,low,200.47,0,256.09,36,-0.0999999999999999,-0.0999999999999999,a
4326,29448,8b56c8b87edf9345d0,377b84a44d2e09389a,23,online paid,nl,2,0,0.0,18.35,63.6,3,0,0,0,variant_b,1,19.1,medium,245.54,0,289.08,109,-0.0999999999999999,-0.0999999999999999,a
4263,29504,6b52f0c01e26aec069,579203349a055cc0b4,61,referral,gb,2,0,1.0,12.81,41.0,14,2,1,5,variant_b,1,11.54,low,184.89,0,185.38,100,-0.0999999999999999,-0.09,a
4255,24189,2fecdeaa123ef60a82,e447ca5bf8514a4cce,61,referral,no,0,0,1.0,16.74,56.7,12,0,0,11,variant_a,1,9.53,very high,176.19,0,228.45,81,-0.0999999999999999,-0.0799999999999999,a
4262,34460,22852db60a3406b426,bd6987bd7f84b6efe9,70,dm,no,0,0,1.0,13.87,42.0,8,2,0,0,variant_a,1,15.58,medium,190.78,0,154.81,35,-0.0999999999999999,-0.0799999999999999,a
4274,2374,41965fdab3cb2bd0fd,6f6c6906beadf2ef07,80,dm,no,0,0,1.0,13.1,59.0,2,0,0,4,variant_a,1,11.01,medium,131.64,0,176.05,127,-0.0999999999999999,-0.0799999999999999,a
4319,32259,b32a0e6fda31ee75a1,65961e62648af6ed33,83,online paid,nl,1,2,2.0,20.79,49.0,9,0,0,14,variant_a,1,15.2,low,254.75,0,310.73,22,-0.0999999999999999,-0.0799999999999999,a
4277,35186,404d3f0612eb04b094,1bdf1771a67ec99989,59,dm,nl,1,1,0.0,17.28,46.0,0,0,1,15,variant_a,1,9.8,medium,184.44,0,223.23,138,-0.0999999999999999,-0.0699999999999999,a
4293,34863,8f889aa39c01b85d10,3f4704f03d786717a7,70,online paid,no,1,1,0.0,18.38,54.0,8,0,0,0,variant_a,1,11.96,high,271.34,0,254.33,18,-0.0999999999999999,-0.0699999999999999,a
4294,35227,b22f0cfa73e7cba241,80a89a5d404a2db42b,63,direct mail,nl,2,2,1.0,17.48,64.0,10,0,1,9,variant_a,1,10.11,medium,214.2,0,204.81,101,-0.0999999999999999,-0.0699999999999999,a
4244,18627,d9c6328c1655b9d1a7,a782521bb48a87b2bc,67,dm,nl,2,0,1.0,13.51,59.0,0,1,0,0,variant_b,1,14.11,low,197.46,0,165.59,43,-0.0999999999999999,-0.06,a
4253,22247,013e7eede60069b472,798ac4a116b637c4ec,39,dm,de,1,0,0.0,16.79,31.0,11,2,0,0,variant_a,1,10.94,medium,240.21,0,206.92,47,-0.0999999999999999,-0.06,a
4265,29485,68cc422a92a25b49f1,0d2fa46c59020acd8b,21,dm,de,0,0,0.0,14.51,41.0,4,0,0,3,variant_a,1,9.65,high,208.28,0,183.76,139,-0.0999999999999999,-0.06,a
4269,1379,7ca5eb06feca2d4d20,c55fb421b0c71cf7e5,21,door-to-door,no,2,0,1.0,18.33,66.0,5,0,0,4,variant_a,1,7.02,medium,282.98,0,237.53,94,-0.0999999999999999,-0.06,a
4278,31629,7237b93253823cc2ff,5b0517ba1af06412f0,30,tv,de,2,0,0.0,12.67,42.6,13,0,0,0,variant_a,1,6.76,high,159.3,0,166.76,44,-0.0999999999999999,-0.06,a
4283,16074,a48f43f12770677c1c,ead0ac2c466c1323ba,63,television,gb,0,1,1.0,21.62,37.0,7,1,0,8,variant_a,1,11.01,very high,265.1,0,273.22,70,-0.0999999999999999,-0.06,a
4287,19321,8a608ab5ea3865ae68,aa3002d1d64c16d646,52,door-to-door,se,0,1,1.0,21.45,65.7,7,0,0,0,variant_b,1,15.07,low,225.64,0,235.38,141,-0.0999999999999999,-0.0499999999999999,a
4295,3627,90a6a3e4bf2f998638,91c7e8c2b7d46de745,79,door-to-door,no,2,1,0.0,22.8,51.0,11,0,0,1,variant_a,1,16.91,low,354.93,0,251.98,134,-0.0999999999999999,-0.0499999999999999,a
4250,34084,1690bccd010b308cd3,e2b18897dfc4464ac5,37,referral,de,2,1,0.0,22.04,54.0,15,1,1,12,variant_a,1,10.98,low,321.57,0,301.83,26,-0.0999999999999999,-0.0399999999999999,a
4261,30531,f36c95070399e5d69f,6bb4770ada3745ebc7,84,door-to-door,de,1,0,0.0,16.84,68.0,14,3,0,8,variant_a,1,8.76,very high,199.59,0,239.56,157,-0.0999999999999999,-0.03,a
4290,25551,10cc05b82e144366c5,f8346389bd4acac5dd,36,door-to-door,se,1,0,0.0,15.5,39.0,3,0,0,0,variant_a,1,17.01,medium,240.24,0,183.71,68,-0.0999999999999999,-0.03,a
4245,3700,9e411b2d0cbcc1d9cd,2cceb96ba6335c2827,48,dm,no,0,0,0.0,16.39,57.0,3,0,0,0,variant_b,1,15.63,low,226.15,0,221.77,96,-0.0999999999999999,-0.0199999999999999,a
4248,5365,429179fb7df2b9be88,e02441473f63880bf2,65,door-to-door,gb,2,0,1.0,14.6,70.0,7,0,1,2,variant_a,1,6.37,medium,220.8,0,168.29,155,-0.0999999999999999,-0.0099999999999999,a
4267,12141,c93fd94c6c44b2674f,a8b2f2ee6fafcc15cc,67,door-to-door,no,2,1,1.0,21.37,61.7,1,0,0,10,variant_a,1,12.45,high,258.33,0,246.54,76,-0.0999999999999999,-0.0099999999999999,a
4273,20374,dc6ed42ba37c3dc4cd,1c3937eb1c24aa4ee0,44,door-to-door,nl,2,0,1.0,14.57,61.0,8,1,0,0,variant_a,1,10.54,high,164.04,0,188.19,60,-0.0999999999999999,-0.0099999999999999,a
4285,27879,84543ef19503939d36,c6791674df10e18f9f,59,television,nl,2,0,1.0,15.7,45.6,8,0,0,0,variant_a,1,14.95,high,205.14,0,244.28,32,-0.0999999999999999,-0.0099999999999999,a
4321,30644,357eef2143cfb46c8d,b929fbda9ed4cfc143,70,television,no,2,1,0.0,16.27,32.0,3,0,1,0,variant_a,1,5.98,high,233.85,0,240.58,13,-0.0999999999999999,0.0,a
4252,1624,7e19999864bb17b5cf,db2a79e0601fbcf7bc,37,referral,gb,0,1,0.0,20.52,69.0,14,0,0,2,variant_a,1,6.51,medium,232.06,0,218.5,91,-0.0999999999999999,0.01,a
4298,25684,18e2d42bede1f02c67,8bafb6a50230b805e9,59,television,nl,2,0,0.0,13.16,42.0,1,0,1,2,variant_a,1,8.84,medium,151.72,0,208.85,157,-0.0999999999999999,0.02,a
4302,28670,433db795566d9f51a7,4493f1dff018b99d84,46,door-to-door,no,0,1,0.0,18.57,32.0,6,0,0,0,variant_a,1,12.85,medium,182.94,0,199.32,54,-0.0999999999999999,0.02,a
4257,7428,956936879f66f5cf4f,77771b428c7d7143cc,75,television,gb,0,1,1.0,20.28,48.0,14,0,0,14,variant_a,1,7.36,high,255.36,0,238.81,17,-0.0999999999999999,0.03,a
4312,31938,68b1b41b63dd1d4bb1,1e223a43d7c304a07f,30,referral,nl,2,0,0.0,14.48,41.0,4,2,1,8,variant_a,1,8.05,very high,172.23,0,199.77,16,-0.0999999999999999,0.03,a
4246,5373,d7f71f28449665f9ee,a4bc793eaaf92f6299,72,television,se,0,2,0.0,22.0,35.0,4,0,0,13,variant_a,1,8.9,high,297.14,0,272.18,34,-0.0999999999999999,0.04,a
4292,14405,ed47c903ad66558cbd,dc7d8b8d777b6d4de5,35,dm,nl,0,2,1.0,23.45,68.0,1,2,0,9,variant_a,1,12.14,high,270.3,0,258.22,155,-0.0999999999999999,0.04,a
4271,1842,4a6762703f33302e6d,ca5c30e57b1b86ed94,61,referral,se,0,1,1.0,16.83,35.0,14,2,0,0,variant_a,1,6.42,low,166.13,0,229.79,64,-0.0999999999999999,0.05,a
4284,26756,8381d2a3fb8e75c7e5,dd634691585b0212aa,90,direct mail,gb,2,1,0.0,18.74,64.0,12,1,0,0,variant_a,1,12.54,low,224.34,0,256.98,111,-0.0999999999999999,0.07,a
4251,30076,c06debb249d4e75425,bb7b48aff8977a0fda,27,referral,nl,0,0,0.0,16.38,52.0,3,0,0,4,variant_a,1,10.67,high,182.33,0,163.79,140,-0.0999999999999999,0.08,a
4275,6614,fb6a253729096c1e92,be9b0d946dfd31f8f8,31,referral,nl,0,0,1.0,18.79,40.0,0,0,0,0,variant_a,1,13.83,low,205.09,0,192.38,85,-0.0999999999999999,0.08,a
4318,8772,db529fd87084ec6e5e,b582d65d25ad95c8f8,86,online paid,gb,0,0,0.0,16.19,63.9,8,0,0,0,variant_a,1,16.89,high,206.01,0,225.51,76,-0.0999999999999999,0.1,a
4311,33589,86a9ac7667ec45a866,61f00e572ccc5388ae,65,television,nl,0,0,0.0,12.28,64.0,12,0,0,0,variant_a,1,14.15,high,125.77,0,158.36,136,-0.0999999999999999,0.1099999999999999,a
4256,9834,5f8a451fe4917f0a5c,e65d3d9422f280b1d2,49,door-to-door,nl,2,0,0.0,17.03,35.0,7,0,0,0,variant_a,1,13.95,low,207.6,0,218.28,105,-0.0999999999999999,0.11,a
4258,10910,383d3906a81567a479,bed1b86e760b53599b,42,online paid,de,2,0,0.0,17.59,62.0,10,1,0,0,variant_a,1,11.89,medium,216.87,0,285.03,129,-0.0999999999999999,0.12,a
4247,19182,988ef4f8ac227c7770,b2cb956dc983e9aafc,30,door-to-door,gb,2,1,0.0,23.28,41.0,9,0,0,0,variant_a,1,7.92,low,329.0,0,373.07,140,-0.0999999999999999,0.14,a
4280,8680,c058b3ed935f6561ad,266b11ab6777bc0256,40,direct mail,se,1,0,0.0,19.86,64.0,15,1,0,0,variant_a,1,8.04,low,228.6,0,213.98,81,-0.0999999999999999,0.15,a
